,ds,trend,Chinese New Year,Chinese New Year_lower,Chinese New Year_upper,Dragon Boat Festival,Dragon Boat Festival_lower,Dragon Boat Festival_upper,holidays,holidays_lower,holidays_upper,Labor Day,Labor Day_lower,Labor Day_upper,Mid-Autumn Festival,Mid-Autumn Festival_lower,Mid-Autumn Festival_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,National Day,National Day_lower,National Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Tomb-Sweeping Day,Tomb-Sweeping Day_lower,Tomb-Sweeping Day_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
14,05/01/2011,0.313768547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2536635,-0.323755724,-0.177823802,0,0,0,0,0,0,0,0,0,-0.2536635,-0.323755724,-0.177823802,0,0,0,0,0.575775301,0.304796976,0.339679771,0.234176919
15,06/01/2011,0.313557518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0.560225199,0.304633897,0.339365104,0.23312427
16,06/01/2011,0.313557518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0.556294629,0.304633897,0.339365104,0.23312427
17,06/01/2011,0.313557518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0.576837723,0.304633897,0.339365104,0.23312427
18,06/01/2011,0.313557518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0.559314624,0.304633897,0.339365104,0.23312427
19,06/01/2011,0.313557518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0.563896348,0.304633897,0.339365104,0.23312427
20,06/01/2011,0.313557518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0.574205245,0.304633897,0.339365104,0.23312427
21,06/01/2011,0.313557518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0,0,0,0,0,-0.256518321,-0.326428792,-0.181235184,0,0,0,0,0.574183802,0.304633897,0.339365104,0.23312427
22,07/01/2011,0.313346585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.259184957,-0.328691746,-0.185071061,0,0,0,0,0,0,0,0,0,-0.259184957,-0.328691746,-0.185071061,0,0,0,0,0.560032452,0.304495437,0.339050625,0.232131864
23,08/01/2011,0.31313575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261661142,-0.330061682,-0.188449801,0,0,0,0,0,0,0,0,0,-0.261661142,-0.330061682,-0.188449801,0,0,0,0,0.558330876,0.304337965,0.338736334,0.231200292
24,08/01/2011,0.31313575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261661142,-0.330061682,-0.188449801,0,0,0,0,0,0,0,0,0,-0.261661142,-0.330061682,-0.188449801,0,0,0,0,0.584025868,0.304337965,0.338736334,0.231200292
25,08/01/2011,0.31313575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261661142,-0.330061682,-0.188449801,0,0,0,0,0,0,0,0,0,-0.261661142,-0.330061682,-0.188449801,0,0,0,0,0.549120221,0.304337965,0.338736334,0.231200292
26,08/01/2011,0.31313575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261661142,-0.330061682,-0.188449801,0,0,0,0,0,0,0,0,0,-0.261661142,-0.330061682,-0.188449801,0,0,0,0,0.550527442,0.304337965,0.338736334,0.231200292
27,08/01/2011,0.31313575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261661142,-0.330061682,-0.188449801,0,0,0,0,0,0,0,0,0,-0.261661142,-0.330061682,-0.188449801,0,0,0,0,0.554213904,0.304337965,0.338736334,0.231200292
28,08/01/2011,0.31313575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261661142,-0.330061682,-0.188449801,0,0,0,0,0,0,0,0,0,-0.261661142,-0.330061682,-0.188449801,0,0,0,0,0.545379863,0.304337965,0.338736334,0.231200292
29,09/01/2011,0.312925011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2639448,-0.331467009,-0.189643299,0,0,0,0,0,0,0,0,0,-0.2639448,-0.331467009,-0.189643299,0,0,0,0,0.583002068,0.30418055,0.338422233,0.230330081
30,09/01/2011,0.312925011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2639448,-0.331467009,-0.189643299,0,0,0,0,0,0,0,0,0,-0.2639448,-0.331467009,-0.189643299,0,0,0,0,0.57231222,0.30418055,0.338422233,0.230330081
31,10/01/2011,0.312714369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.266034048,-0.33282268,-0.193038122,0,0,0,0,0,0,0,0,0,-0.266034048,-0.33282268,-0.193038122,0,0,0,0,0.557686216,0.304023191,0.338173583,0.229521699
32,10/01/2011,0.312714369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.266034048,-0.33282268,-0.193038122,0,0,0,0,0,0,0,0,0,-0.266034048,-0.33282268,-0.193038122,0,0,0,0,0.553036679,0.304023191,0.338173583,0.229521699
33,10/01/2011,0.312714369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.266034048,-0.33282268,-0.193038122,0,0,0,0,0,0,0,0,0,-0.266034048,-0.33282268,-0.193038122,0,0,0,0,0.582621062,0.304023191,0.338173583,0.229521699
34,10/01/2011,0.312714369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.266034048,-0.33282268,-0.193038122,0,0,0,0,0,0,0,0,0,-0.266034048,-0.33282268,-0.193038122,0,0,0,0,0.569659928,0.304023191,0.338173583,0.229521699
35,10/01/2011,0.312714369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.266034048,-0.33282268,-0.193038122,0,0,0,0,0,0,0,0,0,-0.266034048,-0.33282268,-0.193038122,0,0,0,0,0.561302931,0.304023191,0.338173583,0.229521699
36,11/01/2011,0.312503824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.267927198,-0.333983764,-0.196142204,0,0,0,0,0,0,0,0,0,-0.267927198,-0.333983764,-0.196142204,0,0,0,0,0.55134684,0.303865889,0.337935295,0.22877555
37,12/01/2011,0.312293376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26962276,-0.334908629,-0.198187482,0,0,0,0,0,0,0,0,0,-0.26962276,-0.334908629,-0.198187482,0,0,0,0,0.565559878,0.303708644,0.337697117,0.228091974
38,12/01/2011,0.312293376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26962276,-0.334908629,-0.198187482,0,0,0,0,0,0,0,0,0,-0.26962276,-0.334908629,-0.198187482,0,0,0,0,0.556258512,0.303708644,0.337697117,0.228091974
39,12/01/2011,0.312293376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26962276,-0.334908629,-0.198187482,0,0,0,0,0,0,0,0,0,-0.26962276,-0.334908629,-0.198187482,0,0,0,0,0.553754652,0.303708644,0.337697117,0.228091974
40,13/01/2011,0.312083025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.271119443,-0.336004903,-0.200269468,0,0,0,0,0,0,0,0,0,-0.271119443,-0.336004903,-0.200269468,0,0,0,0,0.551486117,0.303551455,0.337459047,0.227471249
41,14/01/2011,0.31187277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272416152,-0.337736572,-0.20184742,0,0,0,0,0,0,0,0,0,-0.272416152,-0.337736572,-0.20184742,0,0,0,0,0.570035265,0.303394323,0.337168363,0.22691359
42,15/01/2011,0.311662613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.273511998,-0.339204964,-0.203429994,0,0,0,0,0,0,0,0,0,-0.273511998,-0.339204964,-0.203429994,0,0,0,0,0.543608465,0.303237247,0.3368678,0.226419149
43,15/01/2011,0.311662613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.273511998,-0.339204964,-0.203429994,0,0,0,0,0,0,0,0,0,-0.273511998,-0.339204964,-0.203429994,0,0,0,0,0.53980771,0.303237247,0.3368678,0.226419149
44,17/01/2011,0.31124259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275098543,-0.341258091,-0.204807119,0,0,0,0,0,0,0,0,0,-0.275098543,-0.341258091,-0.204807119,0,0,0,0,0.581832179,0.302923266,0.336267198,0.225620207
45,17/01/2011,0.31124259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275098543,-0.341258091,-0.204807119,0,0,0,0,0,0,0,0,0,-0.275098543,-0.341258091,-0.204807119,0,0,0,0,0.553292497,0.302923266,0.336267198,0.225620207
46,17/01/2011,0.31124259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275098543,-0.341258091,-0.204807119,0,0,0,0,0,0,0,0,0,-0.275098543,-0.341258091,-0.204807119,0,0,0,0,0.587640128,0.302923266,0.336267198,0.225620207
47,17/01/2011,0.31124259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275098543,-0.341258091,-0.204807119,0,0,0,0,0,0,0,0,0,-0.275098543,-0.341258091,-0.204807119,0,0,0,0,0.571579729,0.302923266,0.336267198,0.225620207
48,17/01/2011,0.31124259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275098543,-0.341258091,-0.204807119,0,0,0,0,0,0,0,0,0,-0.275098543,-0.341258091,-0.204807119,0,0,0,0,0.575986632,0.302923266,0.336267198,0.225620207
49,18/01/2011,0.311032723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27558847,-0.341747101,-0.206073134,0,0,0,0,0,0,0,0,0,-0.27558847,-0.341747101,-0.206073134,0,0,0,0,0.562927816,0.302766947,0.335967159,0.225315691
50,18/01/2011,0.311032723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27558847,-0.341747101,-0.206073134,0,0,0,0,0,0,0,0,0,-0.27558847,-0.341747101,-0.206073134,0,0,0,0,0.541981641,0.302766947,0.335967159,0.225315691
51,19/01/2011,0.310822954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275875991,-0.341058959,-0.207184965,0,0,0,0,0,0,0,0,0,-0.275875991,-0.341058959,-0.207184965,0,0,0,0,0.55873118,0.302610761,0.335666858,0.225074364
52,19/01/2011,0.310822954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275875991,-0.341058959,-0.207184965,0,0,0,0,0,0,0,0,0,-0.275875991,-0.341058959,-0.207184965,0,0,0,0,0.557763879,0.302610761,0.335666858,0.225074364
53,19/01/2011,0.310822954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275875991,-0.341058959,-0.207184965,0,0,0,0,0,0,0,0,0,-0.275875991,-0.341058959,-0.207184965,0,0,0,0,0.550230602,0.302610761,0.335666858,0.225074364
54,20/01/2011,0.310613282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275961227,-0.340037998,-0.206551229,0,0,0,0,0,0,0,0,0,-0.275961227,-0.340037998,-0.206551229,0,0,0,0,0.5693285,0.302454631,0.335366154,0.22489606
55,20/01/2011,0.310613282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275961227,-0.340037998,-0.206551229,0,0,0,0,0,0,0,0,0,-0.275961227,-0.340037998,-0.206551229,0,0,0,0,0.569784455,0.302454631,0.335366154,0.22489606
56,20/01/2011,0.310613282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275961227,-0.340037998,-0.206551229,0,0,0,0,0,0,0,0,0,-0.275961227,-0.340037998,-0.206551229,0,0,0,0,0.560931505,0.302454631,0.335366154,0.22489606
57,20/01/2011,0.310613282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275961227,-0.340037998,-0.206551229,0,0,0,0,0,0,0,0,0,-0.275961227,-0.340037998,-0.206551229,0,0,0,0,0.568784165,0.302454631,0.335366154,0.22489606
58,20/01/2011,0.310613282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275961227,-0.340037998,-0.206551229,0,0,0,0,0,0,0,0,0,-0.275961227,-0.340037998,-0.206551229,0,0,0,0,0.562160044,0.302454631,0.335366154,0.22489606
59,21/01/2011,0.310403707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275844502,-0.338754459,-0.207212699,0,0,0,0,0,0,0,0,0,-0.275844502,-0.338754459,-0.207212699,0,0,0,0,0.564104557,0.302298557,0.335065626,0.224780551
60,21/01/2011,0.310403707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275844502,-0.338754459,-0.207212699,0,0,0,0,0,0,0,0,0,-0.275844502,-0.338754459,-0.207212699,0,0,0,0,0.571777236,0.302298557,0.335065626,0.224780551
61,22/01/2011,0.310194229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275526343,-0.337515218,-0.206351177,0,0,0,0,0,0,0,0,0,-0.275526343,-0.337515218,-0.206351177,0,0,0,0,0.573569744,0.302142539,0.334765274,0.224727547
62,22/01/2011,0.310194229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275526343,-0.337515218,-0.206351177,0,0,0,0,0,0,0,0,0,-0.275526343,-0.337515218,-0.206351177,0,0,0,0,0.572102689,0.302142539,0.334765274,0.224727547
63,23/01/2011,0.309984848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275007478,-0.337725758,-0.205348542,0,0,0,0,0,0,0,0,0,-0.275007478,-0.337725758,-0.205348542,0,0,0,0,0.565284952,0.301957381,0.334465098,0.224736697
64,23/01/2011,0.309984848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275007478,-0.337725758,-0.205348542,0,0,0,0,0,0,0,0,0,-0.275007478,-0.337725758,-0.205348542,0,0,0,0,0.563882266,0.301957381,0.334465098,0.224736697
65,23/01/2011,0.309984848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275007478,-0.337725758,-0.205348542,0,0,0,0,0,0,0,0,0,-0.275007478,-0.337725758,-0.205348542,0,0,0,0,0.549643663,0.301957381,0.334465098,0.224736697
66,24/01/2011,0.309775564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.274288834,-0.336178932,-0.204226553,0,0,0,0,0,0,0,0,0,-0.274288834,-0.336178932,-0.204226553,0,0,0,0,0.557643928,0.301768569,0.334165098,0.224807586
67,24/01/2011,0.309775564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.274288834,-0.336178932,-0.204226553,0,0,0,0,0,0,0,0,0,-0.274288834,-0.336178932,-0.204226553,0,0,0,0,0.564939843,0.301768569,0.334165098,0.224807586
68,25/01/2011,0.309566377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.273371539,-0.336223361,-0.203412795,0,0,0,0,0,0,0,0,0,-0.273371539,-0.336223361,-0.203412795,0,0,0,0,0.575129318,0.30157984,0.333865274,0.22493974
69,25/01/2011,0.309566377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.273371539,-0.336223361,-0.203412795,0,0,0,0,0,0,0,0,0,-0.273371539,-0.336223361,-0.203412795,0,0,0,0,0.548763973,0.30157984,0.333865274,0.22493974
70,25/01/2011,0.309566377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.273371539,-0.336223361,-0.203412795,0,0,0,0,0,0,0,0,0,-0.273371539,-0.336223361,-0.203412795,0,0,0,0,0.565565847,0.30157984,0.333865274,0.22493974
71,26/01/2011,0.309357287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272256919,-0.336341057,-0.201561197,0,0,0,0,0,0,0,0,0,-0.272256919,-0.336341057,-0.201561197,0,0,0,0,0.566937736,0.301391192,0.333635262,0.225132625
72,27/01/2011,0.309148295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.270946495,-0.335388419,-0.201766076,0,0,0,0,0,0,0,0,0,-0.270946495,-0.335388419,-0.201766076,0,0,0,0,0.530753045,0.301209969,0.333417446,0.225385648
73,27/01/2011,0.309148295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.270946495,-0.335388419,-0.201766076,0,0,0,0,0,0,0,0,0,-0.270946495,-0.335388419,-0.201766076,0,0,0,0,0.555136828,0.301209969,0.333417446,0.225385648
74,28/01/2011,0.3089394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.269441982,-0.334437565,-0.20148758,0,0,0,0,0,0,0,0,0,-0.269441982,-0.334437565,-0.20148758,0,0,0,0,0.589424367,0.301061223,0.333199723,0.225698155
75,29/01/2011,0.308730601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26774529,-0.332425463,-0.200011152,0,0,0,0,0,0,0,0,0,-0.26774529,-0.332425463,-0.200011152,0,0,0,0,0.56864116,0.300912528,0.332982094,0.226069437
76,29/01/2011,0.308730601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26774529,-0.332425463,-0.200011152,0,0,0,0,0,0,0,0,0,-0.26774529,-0.332425463,-0.200011152,0,0,0,0,0.570447115,0.300912528,0.332982094,0.226069437
77,29/01/2011,0.308730601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26774529,-0.332425463,-0.200011152,0,0,0,0,0,0,0,0,0,-0.26774529,-0.332425463,-0.200011152,0,0,0,0,0.552214759,0.300912528,0.332982094,0.226069437
78,29/01/2011,0.308730601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26774529,-0.332425463,-0.200011152,0,0,0,0,0,0,0,0,0,-0.26774529,-0.332425463,-0.200011152,0,0,0,0,0.571977143,0.300912528,0.332982094,0.226069437
79,30/01/2011,0.3085219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265858515,-0.331528065,-0.19839746,0,0,0,0,0,0,0,0,0,-0.265858515,-0.331528065,-0.19839746,0,0,0,0,0.563461284,0.300763885,0.332764558,0.226498726
80,02/02/2011,0.307896381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.259081472,-0.3258683,-0.191673006,0,0,0,0,0,0,0,0,0,-0.259081472,-0.3258683,-0.191673006,0,0,0,0,0.567694449,0.300318265,0.33211251,0.228126133
81,02/02/2011,0.307896381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.259081472,-0.3258683,-0.191673006,0,0,0,0,0,0,0,0,0,-0.259081472,-0.3258683,-0.191673006,0,0,0,0,0.558475868,0.300318265,0.33211251,0.228126133
82,04/02/2011,0.307479854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.253659802,-0.321477445,-0.18427853,0,0,0,0,0,0,0,0,0,-0.253659802,-0.321477445,-0.18427853,0,0,0,0,0.595775715,0.299970278,0.331624733,0.229484575
83,05/02/2011,0.307271736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250686888,-0.316509094,-0.181132031,0,0,0,0,0,0,0,0,0,-0.250686888,-0.316509094,-0.181132031,0,0,0,0,0.586074129,0.299787449,0.331352343,0.230242741
84,05/02/2011,0.307271736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250686888,-0.316509094,-0.181132031,0,0,0,0,0,0,0,0,0,-0.250686888,-0.316509094,-0.181132031,0,0,0,0,0.578592967,0.299787449,0.331352343,0.230242741
85,05/02/2011,0.307271736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250686888,-0.316509094,-0.181132031,0,0,0,0,0,0,0,0,0,-0.250686888,-0.316509094,-0.181132031,0,0,0,0,0.575730279,0.299787449,0.331352343,0.230242741
86,05/02/2011,0.307271736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.250686888,-0.316509094,-0.181132031,0,0,0,0,0,0,0,0,0,-0.250686888,-0.316509094,-0.181132031,0,0,0,0,0.563999388,0.299787449,0.331352343,0.230242741
87,06/02/2011,0.307063716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24754366,-0.312905436,-0.179408205,0,0,0,0,0,0,0,0,0,-0.24754366,-0.312905436,-0.179408205,0,0,0,0,0.555884124,0.299604698,0.3310801,0.23105204
88,06/02/2011,0.307063716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24754366,-0.312905436,-0.179408205,0,0,0,0,0,0,0,0,0,-0.24754366,-0.312905436,-0.179408205,0,0,0,0,0.560248249,0.299604698,0.3310801,0.23105204
89,06/02/2011,0.307063716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24754366,-0.312905436,-0.179408205,0,0,0,0,0,0,0,0,0,-0.24754366,-0.312905436,-0.179408205,0,0,0,0,0.561171027,0.299604698,0.3310801,0.23105204
90,07/02/2011,0.306855793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244233628,-0.310630357,-0.177575449,0,0,0,0,0,0,0,0,0,-0.244233628,-0.310630357,-0.177575449,0,0,0,0,0.579252065,0.299422025,0.330808006,0.231911289
91,07/02/2011,0.306855793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244233628,-0.310630357,-0.177575449,0,0,0,0,0,0,0,0,0,-0.244233628,-0.310630357,-0.177575449,0,0,0,0,0.548517663,0.299422025,0.330808006,0.231911289
92,07/02/2011,0.306855793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244233628,-0.310630357,-0.177575449,0,0,0,0,0,0,0,0,0,-0.244233628,-0.310630357,-0.177575449,0,0,0,0,0.554808954,0.299422025,0.330808006,0.231911289
93,07/02/2011,0.306855793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244233628,-0.310630357,-0.177575449,0,0,0,0,0,0,0,0,0,-0.244233628,-0.310630357,-0.177575449,0,0,0,0,0.595805169,0.299422025,0.330808006,0.231911289
94,07/02/2011,0.306855793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244233628,-0.310630357,-0.177575449,0,0,0,0,0,0,0,0,0,-0.244233628,-0.310630357,-0.177575449,0,0,0,0,0.564124341,0.299422025,0.330808006,0.231911289
95,07/02/2011,0.306855793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244233628,-0.310630357,-0.177575449,0,0,0,0,0,0,0,0,0,-0.244233628,-0.310630357,-0.177575449,0,0,0,0,0.567824865,0.299422025,0.330808006,0.231911289
